"";"oid";"B1";"B2";"B3";"B4";"B5";"B6";"B7";"sensor";"date";"areosols"
"427";153230050;406;536;461;2327;1163;293,8;677;"L5";1992-08-06;"medium"
"428";154220020;476;811;638;3383;2081;292,4;903;"L5";1992-08-06;"medium"
"429";154220070;483;603;474;1231;678;292;309;"L5";1992-08-06;"medium"
"430";154220080;448;563;406;613;295;293,8;58;"L5";1992-08-06;"medium"
"431";154230020;400;668;385;662;385;292;185;"L5";1992-08-06;"medium"
"432";154220020;477;682;576;2485;1857;296,4;921;"L5";1993-05-21;"medium"
"433";154230020;361;540;361;603;217;293,8;171;"L5";1993-05-21;"medium"
"434";153220120;613;724;577;1270;350;285;131;"L5";1993-07-08;"medium"
"435";154220020;586;978;643;4000;1987;288,3;855;"L5";1993-07-08;"medium"
"436";153220120;514;729;568;1557;561;288,3;310;"L5";1993-08-09;"medium"
"437";154220020;663;881;687;3923;1896;289,7;829;"L5";1993-08-09;"medium"
"439";154220020;440;699;585;2347;1723;289,3;885;"L5";1994-05-08;"medium"
"440";154220070;391;514;438;1035;586;286;333;"L5";1994-05-08;"medium"
"441";154220080;312;399;347;507;366;285;177;"L5";1994-05-08;"medium"
"442";154230020;327;397;310;344;283;287,9;176;"L5";1994-05-08;"medium"
"443";153230050;522;692;552;2473;1191;291,1;616;"L5";1994-06-09;"medium"
"444";154220070;346;487;352;1302;665;288,8;279;"L5";1994-06-09;"medium"
"445";154230020;369;488;316;686;176;289,3;124;"L5";1994-06-09;"medium"
"446";153220120;269;406;293;1443;610;287,4;205;"L5";1994-06-25;"low"
"447";153230040;204;269;185;872;455;287,9;279;"L5";1994-06-25;"low"
"448";153230050;300;468;313;2444;1149;288,8;462;"L5";1994-06-25;"low"
"449";154220020;342;609;488;3098;1582;289,7;690;"L5";1994-06-25;"low"
"450";154220070;244;416;268;1333;560;286,9;207;"L5";1994-06-25;"low"
"451";154220080;177;302;175;341;91;289,3;96;"L5";1994-06-25;"low"
"452";154230020;173;301;210;569;196;287,4;133;"L5";1994-06-25;"low"
"453";153220120;285;463;299;1732;652;294,7;325;"L5";1994-07-11;"medium"
"454";153230040;281;359;254;928;383;294,2;172;"L5";1994-07-11;"medium"
"455";153230050;321;486;389;1954;998;294,2;551;"L5";1994-07-11;"medium"
"456";154220020;448;850;643;3638;1747;295,1;947;"L5";1994-07-11;"medium"
"457";154220070;381;526;386;1253;573;294,7;248;"L5";1994-07-11;"medium"
"458";154220080;278;369;227;338;223;296;57;"L5";1994-07-11;"low"
"459";154230020;292;395;282;969;328;295,1;133;"L5";1994-07-11;"medium"
"460";153230040;332;499;280;1303;506;296,4;214;"L5";1994-07-27;"medium"
"461";153230050;381;594;505;2458;1162;298,6;418;"L5";1994-07-27;"medium"
"462";154220020;621;906;899;2871;2131;297,3;1107;"L5";1994-07-27;"medium"
"463";154220070;515;696;552;1561;880;293,8;419;"L5";1994-07-27;"medium"
"464";154220080;336;425;298;471;315;300,7;99;"L5";1994-07-27;"medium"
"465";154230020;566;952;616;512;343;298,1;139;"L5";1994-07-27;"medium"
"466";153220120;505;721;565;2106;937;291,1;447;"L5";1994-08-12;"medium"
"467";153230040;403;494;310;1044;517;290,6;192;"L5";1994-08-12;"low"
"468";153230050;493;680;569;2267;1318;291,5;700;"L5";1994-08-12;"low"
"469";154220020;509;760;823;2715;2125;293,3;1442;"L5";1994-08-12;"medium"
"470";154220070;432;673;409;1365;1062;291,5;493;"L5";1994-08-12;"medium"
"471";154230020;351;505;357;567;252;290,6;193;"L5";1994-08-12;"low"
"472";153220120;238;521;340;1405;586;284,1;333;"L5";1995-05-11;"medium"
"473";154220020;474;754;669;2509;1531;283,6;925;"L5";1995-05-11;"medium"
"474";153220120;274;395;313;1473;603;288,8;288;"L5";1995-05-27;"medium"
"475";153230040;313;394;247;937;495;290,2;327;"L5";1995-05-27;"medium"
"476";153230050;356;524;385;2143;983;290,6;481;"L5";1995-05-27;"medium"
"477";154220070;437;580;386;1396;744;288,3;329;"L5";1995-05-27;"medium"
"478";154220080;411;473;341;529;83;288,3;133;"L5";1995-05-27;"medium"
"479";154230020;304;416;296;483;163;289,3;55;"L5";1995-05-27;"medium"
"480";153220050;333;585;403;1081;409;289,3;171;"L5";1995-06-28;"low"
"481";153220120;326;457;300;1547;726;291,1;397;"L5";1995-06-28;"low"
"482";153230040;178;315;188;924;332;289,7;135;"L5";1995-06-28;"low"
"483";153230050;237;436;351;2601;1090;290,2;470;"L5";1995-06-28;"low"
"484";154220020;430;674;571;2969;2003;290,2;1053;"L5";1995-06-28;"medium"
"485";154220070;420;592;401;1804;836;289,3;399;"L5";1995-06-28;"medium"
"486";154220080;281;381;303;639;188;289,7;92;"L5";1995-06-28;"medium"
"487";154230020;224;346;245;422;251;288,8;172;"L5";1995-06-28;"low"
"488";153220120;365;588;426;1997;936;293,8;351;"L5";1995-07-30;"medium"
"489";153230040;322;466;296;1304;587;292,4;267;"L5";1995-07-30;"low"
"490";153230050;390;511;403;2442;1104;293,8;513;"L5";1995-07-30;"low"
"491";154210060;412;499;465;1587;1036;289,7;521;"L5";1995-07-30;"medium"
"492";154220070;535;688;506;1532;765;286;393;"L5";1995-07-30;"medium"
"493";154220080;428;584;458;793;560;287,9;309;"L5";1995-07-30;"medium"
"501";153220050;415;596;424;1236;540;288,3;299;"L5";1996-05-13;"medium"
"502";153230040;353;490;346;846;398;289,3;258;"L5";1996-05-13;"medium"
"503";153230050;399;582;492;1957;1483;291,1;706;"L5";1996-05-13;"medium"
"504";154220070;372;565;401;1374;601;287,4;342;"L5";1996-05-13;"medium"
"505";154220080;439;531;487;936;543;286,9;260;"L5";1996-05-13;"medium"
"506";154230020;377;446;384;460;371;289,3;219;"L5";1996-05-13;"medium"
"507";153230040;446;535;341;1167;580;289,7;263;"L5";1996-08-01;"medium"
"508";153230050;422;630;455;2221;1311;290,2;471;"L5";1996-08-01;"medium"
"509";154220020;623;787;650;3591;2056;290,2;989;"L5";1996-08-01;"high"
"510";154220080;604;610;440;871;263;288,3;99;"L5";1996-08-01;"medium"
"511";153230040;569;673;479;1208;684;284,1;371;"L5";1996-08-17;"medium"
"512";153230050;569;776;603;2209;1282;284,6;640;"L5";1996-08-17;"medium"
"513";153220120;430;651;585;1429;647;289,7;358;"L5";1996-09-02;"medium"
"514";153230040;318;447;253;872;377;290,6;261;"L5";1996-09-02;"medium"
"515";153230050;373;610;467;2214;1146;292,9;643;"L5";1996-09-02;"medium"
"516";154220070;410;509;428;1386;854;291,1;408;"L5";1996-09-02;"medium"
"517";154220080;449;625;391;580;348;293,8;264;"L5";1996-09-02;"medium"
"518";154230020;323;397;298;575;278;291,5;263;"L5";1996-09-02;"medium"
"519";153230040;343;466;324;848;329;280,7;162;"L5";1996-10-04;"low"
"520";153230050;481;673;596;2161;1481;281,1;654;"L5";1996-10-04;"low"
"521";154220080;404;457;312;532;374;281,1;162;"L5";1996-10-04;"low"
"522";154230020;333;390;317;405;199;281,1;162;"L5";1996-10-04;"low"
"523";153220120;308;452;393;873;535;287,4;394;"L5";1997-05-16;"medium"
"524";153230040;295;400;320;1067;510;287,4;245;"L5";1997-05-16;"low"
"525";153230050;356;605;418;2048;977;287,9;577;"L5";1997-05-16;"low"
"526";154220020;430;663;561;2866;1759;290,2;961;"L5";1997-05-16;"medium"
"527";154220070;326;493;321;1111;722;286,9;545;"L5";1997-05-16;"medium"
"528";154220080;242;334;263;566;378;287,4;207;"L5";1997-05-16;"low"
"529";154230020;252;427;306;453;222;286,9;170;"L5";1997-05-16;"low"
"530";153220050;246;340;222;465;188;291,1;64;"L5";1997-08-20;"medium"
"531";153220120;303;537;419;2052;875;292;446;"L5";1997-08-20;"medium"
"532";153230040;294;404;239;1344;428;291,1;234;"L5";1997-08-20;"low"
"533";153230050;342;545;428;1735;1020;292;613;"L5";1997-08-20;"low"
"534";154220020;495;767;679;3451;2269;293,8;1179;"L5";1997-08-20;"medium"
"535";154220070;334;448;269;1270;430;291,5;150;"L5";1997-08-20;"medium"
"536";154220080;230;391;224;377;249;293,3;106;"L5";1997-08-20;"medium"
"537";154230020;211;302;193;248;279;292,4;149;"L5";1997-08-20;"low"
"538";153220050;218;305;212;180;96;284,6;32;"L5";1997-09-21;"low"
"539";153220120;152;181;114;177;96;284,6;32;"L5";1997-09-21;"low"
"540";153230040;241;206;134;190;100;283,6;-16;"L5";1997-09-21;"low"
"541";153230050;269;378;363;1946;1192;283,1;764;"L5";1997-09-21;"low"
"542";154220020;384;639;521;3319;2040;285;1048;"L5";1997-09-21;"low"
"543";154220070;401;547;448;1817;1062;284,6;564;"L5";1997-09-21;"low"
"544";154220080;252;365;209;232;244;285;138;"L5";1997-09-21;"low"
"545";154230020;241;263;179;296;136;284,1;139;"L5";1997-09-21;"low"
"546";153220050;509;616;476;1002;677;286,5;377;"L5";1998-05-03;"medium"
"547";153220120;497;608;543;999;562;288,8;173;"L5";1998-05-03;"medium"
"548";153230040;436;551;422;995;561;286,9;294;"L5";1998-05-03;"medium"
"549";153230050;508;647;612;1819;1133;289,7;782;"L5";1998-05-03;"medium"
"550";154220020;601;744;573;2536;1578;289,7;913;"L5";1998-05-03;"high"
"551";153230040;558;592;430;933;392;288,3;162;"L5";1998-05-19;"medium"
"552";153230050;689;903;606;3652;1869;292,4;886;"L5";1998-05-19;"medium"
"553";154230020;328;451;356;304;211;290,6;128;"L5";1998-05-19;"medium"
"554";153220050;633;800;560;661;246;288,8;158;"L5";1998-06-04;"high"
"555";153220120;565;844;807;2457;1804;290,2;1375;"L5";1998-06-04;"high"
"556";153230040;284;454;304;1017;512;287,9;233;"L5";1998-06-20;"low"
"557";153230050;358;531;459;2204;1181;288,8;409;"L5";1998-06-20;"low"
"558";154220070;317;467;339;1391;587;288,3;234;"L5";1998-06-20;"medium"
"559";154220080;202;359;286;504;60;289,3;90;"L5";1998-06-20;"low"
"560";153220120;396;657;445;2188;1059;295,5;330;"L5";1998-07-22;"high"
"561";154230020;448;644;476;982;579;294,2;291;"L5";1998-07-22;"medium"
"562";153220050;332;407;345;930;581;286,5;216;"L5";1998-09-08;"medium"
"563";153220120;332;425;361;883;482;287,4;168;"L5";1998-09-08;"low"
"564";153230040;191;279;160;834;315;286,9;216;"L5";1998-09-08;"low"
"565";153230050;321;488;411;2153;1144;287,9;548;"L5";1998-09-08;"low"
"566";154220020;400;742;526;3287;1768;287,9;893;"L5";1998-09-08;"medium"
"567";154220070;283;391;332;1090;686;287,4;314;"L5";1998-09-08;"low"
"568";154220080;314;395;294;496;251;287,9;122;"L5";1998-09-08;"low"
"569";154230020;227;285;249;347;117;287,4;74;"L5";1998-09-08;"low"
"570";153220120;230;423;262;1003;471;286,5;300;"L5";1998-09-24;"low"
"571";153230040;214;200;179;353;174;284,6;87;"L5";1998-09-24;"low"
"572";153230050;386;546;455;2347;1245;285;669;"L5";1998-09-24;"low"
"573";154220020;451;670;552;3304;1858;286,5;838;"L5";1998-09-24;"low"
"574";154220070;375;443;324;1232;736;286;356;"L5";1998-09-24;"low"
"575";154220080;235;269;185;139;139;285,5;88;"L5";1998-09-24;"low"
"576";154230020;301;315;224;300;138;285,5;88;"L5";1998-09-24;"low"
"577";153220050;315;343;299;448;152;280,7;126;"L5";1999-05-06;"medium"
"578";153220050;281;514;408;1065;612;285,5;393;"L5";1999-05-22;"medium"
"579";153220120;238;429;307;1338;637;286,5;317;"L5";1999-05-22;"medium"
"580";153230040;247;351;250;840;586;289,3;280;"L5";1999-05-22;"low"
"581";153230050;323;551;410;1783;1156;292;648;"L5";1999-05-22;"low"
"582";154220020;388;613;555;2733;1511;291,5;805;"L5";1999-05-22;"low"
"583";154220070;261;415;298;1188;563;289,3;468;"L5";1999-05-22;"low"
"584";154220080;230;297;170;532;248;288,3;170;"L5";1999-05-22;"low"
"585";154230020;231;340;272;303;353;290,2;170;"L5";1999-05-22;"low"
"586";153230040;381;383;274;740;315;292,4;165;"L5";1999-06-07;"medium"
"587";153230050;421;591;441;2785;1689;293,8;767;"L5";1999-06-07;"medium"
"588";154220020;553;763;594;3818;1698;292,4;833;"L5";1999-06-07;"high"
"589";153220050;396;645;483;984;531;290,2;393;"L5";1999-07-09;"medium"
"590";153220120;379;606;419;2090;743;289,7;280;"L5";1999-07-09;"medium"
"591";153230040;376;575;362;1415;531;286,9;392;"L5";1999-07-09;"medium"
"592";153230050;397;533;461;1882;1032;286,9;504;"L5";1999-07-09;"medium"
"593";154220020;377;576;462;3071;1597;290,6;583;"L5";1999-07-09;"medium"
"594";154220070;293;407;259;989;427;289,7;167;"L5";1999-07-09;"medium"
"595";154220080;231;377;268;478;268;290,6;205;"L5";1999-07-09;"medium"
"596";154230020;312;406;293;551;294;289,7;243;"L5";1999-07-09;"medium"
"597";153230040;461;566;453;1316;554;289,3;331;"L5";1999-07-25;"medium"
"598";153230050;418;609;487;2414;1131;290,2;526;"L5";1999-07-25;"medium"
"599";154220020;467;784;584;3704;1884;290,2;896;"L5";1999-07-25;"medium"
"600";153220050;504;761;635;1182;585;286,9;350;"L5";1999-08-10;"medium"
"601";153220120;589;876;692;2195;1058;286,9;601;"L5";1999-08-10;"medium"
"602";153220050;311;372;284;756;470;289,3;197;"L5";1999-08-26;"low"
"603";153220120;310;565;400;1610;562;289,7;241;"L5";1999-08-26;"low"
"604";153230040;197;232;174;889;378;289,3;153;"L5";1999-08-26;"low"
"605";153230050;292;471;365;2579;1166;289,7;542;"L5";1999-08-26;"low"
"606";154220020;337;603;507;3214;1828;290,2;812;"L5";1999-08-26;"medium"
"607";154220070;233;383;293;1213;596;290,2;285;"L5";1999-08-26;"low"
"608";154220080;221;389;182;403;260;290,6;68;"L5";1999-08-26;"low"
"609";154230020;223;329;251;443;258;290,2;197;"L5";1999-08-26;"low"
"610";153220050;277;440;332;840;385;290,2;315;"L5";1999-09-11;"low"
"611";153220120;305;547;418;1185;485;289,7;219;"L5";1999-09-11;"low"
"612";153230040;180;199;183;648;287;289,3;125;"L5";1999-09-11;"low"
"613";153230050;338;513;393;2484;1148;290,2;502;"L5";1999-09-11;"low"
"614";154220020;406;600;544;2590;1876;291,5;945;"L5";1999-09-11;"low"
"615";154220070;290;411;352;1586;758;291,1;365;"L5";1999-09-11;"low"
"616";154220080;267;360;225;456;256;292;125;"L5";1999-09-11;"low"
"617";154230020;305;510;221;256;188;291,1;172;"L5";1999-09-11;"low"
"618";153220050;310;469;337;844;408;290,2;246;"L5";2000-05-08;"low"
"619";153220120;205;298;302;335;249;289,3;170;"L5";2000-05-08;"low"
"620";153230040;252;372;296;925;436;289,3;210;"L5";2000-05-08;"low"
"621";153230050;333;579;428;2598;1432;291,5;769;"L5";2000-05-08;"low"
"622";154220020;529;862;787;3265;2461;296,8;1499;"L5";2000-05-08;"low"
"623";154220070;399;687;578;3695;1851;291,1;968;"L5";2000-05-08;"low"
"624";154220080;273;399;281;616;357;290,6;172;"L5";2000-05-08;"low"
"625";154230020;272;315;249;305;120;287,4;97;"L5";2000-05-08;"low"
"626";153230040;390;416;242;575;286;288,3;162;"L5";2000-06-09;"low"
"627";153230050;390;536;434;2788;1621;289,7;806;"L5";2000-06-09;"low"
"628";154220020;467;724;550;3537;1996;291,1;924;"L5";2000-06-09;"medium"
"629";154220070;268;412;300;1101;617;288,8;306;"L5";2000-06-09;"medium"
"630";153220120;310;628;467;1754;564;290,6;321;"L5";2000-07-11;"medium"
"631";153230040;337;411;263;1429;486;291,5;171;"L5";2000-07-11;"low"
"632";153230050;338;573;394;2008;1040;292,4;621;"L5";2000-07-11;"low"
"633";154220020;499;704;526;3328;1863;290,6;860;"L5";2000-07-11;"medium"
"634";154220070;296;422;335;1642;620;289,7;284;"L5";2000-07-11;"medium"
"635";154220080;289;388;241;364;217;291,5;93;"L5";2000-07-11;"medium"
"636";154230020;386;636;342;484;405;291,1;169;"L5";2000-07-11;"medium"
"637";153220050;236;355;268;579;447;289,7;245;"L5";2000-08-28;"medium"
"638";153230040;243;296;184;866;233;289,7;157;"L5";2000-08-28;"low"
"639";153230050;339;539;378;2453;1035;289,7;466;"L5";2000-08-28;"low"
"640";154220020;363;611;430;3348;1620;290,2;697;"L5";2000-08-28;"medium"
"641";154220070;235;370;199;1336;796;289,7;247;"L5";2000-08-28;"medium"
"642";154220080;233;336;173;266;137;289,7;68;"L5";2000-08-28;"low"
"643";154230020;279;287;255;314;263;289,7;202;"L5";2000-08-28;"low"
"644";153220120;415;612;485;2335;1064;293,3;414;"L5";2001-07-30;"medium"
"645";153230040;343;330;228;675;201;293,8;177;"L5";2001-07-30;"medium"
"646";153230050;301;460;332;2351;1225;294,7;335;"L5";2001-07-30;"medium"
"647";154220020;453;641;465;3736;1828;293,8;746;"L5";2001-07-30;"high"
"648";154220070;400;587;353;1387;447;292,4;215;"L5";2001-07-30;"medium"
"649";154220080;323;382;264;366;195;293,3;54;"L5";2001-07-30;"medium"
"650";153220120;386;621;440;2033;954;290,2;426;"L5";2001-08-31;"medium"
"651";153230040;259;335;213;1052;482;288,8;113;"L5";2001-08-31;"low"
"652";153230050;357;483;372;2202;1107;288,8;602;"L5";2001-08-31;"low"
"653";154220020;379;567;477;3273;1757;289,7;746;"L5";2001-08-31;"medium"
"654";154220070;258;331;208;1390;864;289,3;338;"L5";2001-08-31;"medium"
"655";154220080;258;298;181;458;265;289,3;114;"L5";2001-08-31;"low"
"656";154230020;234;283;212;265;201;290,2;158;"L5";2001-08-31;"low"
"657";154210060;553;698;519;2085;1294;286,5;690;"L5";2002-06-15;"medium"
"658";153220120;374;650;414;2643;1008;292;354;"L5";2003-07-04;"medium"
"659";153230040;250;436;282;1489;479;291,1;169;"L5";2003-07-04;"low"
"660";153230050;368;516;444;2142;1055;292,9;502;"L5";2003-07-04;"low"
"661";154220080;302;415;260;193;0;292;54;"L5";2003-07-04;"medium"
"662";154230020;259;429;276;714;374;293,8;168;"L5";2003-07-04;"medium"
"663";153220120;440;758;602;2813;1178;292,4;365;"L5";2003-07-20;"medium"
"664";153220050;464;636;465;796;480;293,3;296;"L5";2003-08-05;"medium"
"665";153230040;434;510;331;1499;647;293,3;216;"L5";2003-08-05;"medium"
"666";153230050;499;645;509;2895;1371;294,2;573;"L5";2003-08-05;"medium"
"667";154220080;350;421;220;337;143;295,5;97;"L5";2003-08-05;"medium"
"668";153220120;296;577;440;1725;633;289,3;304;"L5";2003-09-06;"low"
"669";154220020;398;579;482;3331;1591;288,8;775;"L5";2003-09-06;"low"
"670";154220070;256;393;252;1445;671;288,8;353;"L5";2003-09-06;"low"
"671";154230020;247;388;248;388;213;288,8;119;"L5";2003-09-06;"low"
"676";154230020;689;600;519;457;20;274,5;40;"L5";2003-10-24;"medium"
"677";153220120;317;481;440;713;591;278,1;393;"L5";2004-04-01;"low"
"678";153230040;241;219;234;297;433;276,6;301;"L5";2004-04-01;"low"
"679";153230050;394;584;645;1354;1440;279,2;1025;"L5";2004-04-01;"low"
"680";154220020;527;696;735;1835;1649;279,7;1083;"L5";2004-04-01;"low"
"681";154220070;334;491;405;719;755;276,6;441;"L5";2004-04-01;"low"
"682";154220080;238;284;242;302;310;278,1;167;"L5";2004-04-01;"low"
"683";154230020;248;224;195;252;213;276,6;166;"L5";2004-04-01;"low"
"684";153220120;625;862;719;2709;1261;291,1;537;"L5";2004-07-06;"medium"
"685";153220120;414;638;500;2288;1006;293,3;464;"L5";2004-08-07;"medium"
"686";153230040;362;461;291;1021;486;292,9;219;"L5";2004-08-07;"medium"
"687";153230050;428;596;436;2452;1168;293,3;502;"L5";2004-08-07;"medium"
"688";154220020;447;549;466;3085;1770;293,3;800;"L5";2004-08-07;"medium"
"689";154220070;315;476;333;1287;602;292;343;"L5";2004-08-07;"medium"
"690";154220080;338;397;271;546;227;292,9;56;"L5";2004-08-07;"medium"
"691";154230020;372;545;356;681;258;293,8;179;"L5";2004-08-07;"medium"
"692";154220020;470;707;549;3067;1818;291,1;922;"L5";2004-08-23;"medium"
"693";154220070;397;492;417;1620;517;289,7;191;"L5";2004-08-23;"medium"
"694";153230040;322;385;282;1151;469;285;257;"L5";2004-09-08;"medium"
"695";153230050;457;551;457;2434;1000;284,6;493;"L5";2004-09-08;"medium"
"696";154220070;338;540;320;1409;773;287,9;355;"L5";2004-09-08;"low"
"697";154220080;292;419;222;471;243;286,5;212;"L5";2004-09-08;"medium"
"698";154230020;232;220;195;332;178;286,5;118;"L5";2004-09-08;"low"
"699";153220120;319;441;350;1121;509;282,1;228;"L5";2004-10-10;"low"
"700";153230040;248;227;184;486;378;281,1;104;"L5";2004-10-10;"low"
"701";153230050;385;510;405;2127;1503;280,7;789;"L5";2004-10-10;"low"
"702";154220020;363;590;579;2990;1700;281,6;800;"L5";2004-10-10;"low"
"703";154220070;304;383;359;1519;778;282,1;357;"L5";2004-10-10;"low"
"704";154220080;275;170;192;238;296;281,6;232;"L5";2004-10-10;"low"
"705";154230020;459;370;295;359;293;280,2;104;"L5";2004-10-10;"low"
"706";153220120;335;418;351;649;514;279,7;260;"L5";2005-04-20;"low"
"707";153230040;303;304;298;454;431;279,7;262;"L5";2005-04-20;"low"
"708";153230050;412;531;550;1456;1367;281,6;1009;"L5";2005-04-20;"low"
"709";154220020;472;560;574;1764;1359;281,1;864;"L5";2005-04-20;"low"
"710";154220070;344;438;330;698;518;279,2;342;"L5";2005-04-20;"low"
"711";154220080;334;308;264;254;213;279,2;104;"L5";2005-04-20;"low"
"712";154230020;299;301;223;251;266;279,2;223;"L5";2005-04-20;"low"
"713";153230040;263;315;253;502;262;288,8;90;"L5";2005-05-22;"medium"
